timestamp,timer_trigger,event,event_type,event_group,timestamp_utc,timezone
2025-03-16 19:11:21+01:00,manual,timer,start,0,2025-03-16 18:11:21,Europe/Warsaw
2025-03-16 19:12:24+01:00,manual,timer,stop_all,0,2025-03-16 18:12:24,Europe/Warsaw
