timestamp,start_time,start_position_lat,start_position_long,end_position_lat,end_position_long,total_elapsed_time,total_timer_time,total_distance,total_strides,total_calories,enhanced_avg_speed,avg_speed,enhanced_max_speed,max_speed,total_ascent,total_descent,event,event_type,avg_heart_rate,max_heart_rate,avg_running_cadence,max_running_cadence,lap_trigger,sub_sport,avg_fractional_cadence,max_fractional_cadence,total_fractional_cycles,avg_vertical_oscillation,avg_temperature,max_temperature,timestamp_utc,timezone
2024-09-01 14:20:32-05:00,2024-09-01 19:20:04,,,,,28.577,28.577,25.0,,8,3.15,3.15,3.15,3.15,,,lap,stop,130,134,,,manual,lap_swimming,0.3984375,,,,,,2024-09-01 19:20:32,
2024-09-01 14:21:42-05:00,2024-09-01 19:20:32,,,,,70.035,70.035,0.0,,6,0.0,0.0,0.0,0.0,,,lap,stop,122,136,,,manual,lap_swimming,,,,,,,2024-09-01 19:21:42,
2024-09-01 14:22:11-05:00,2024-09-01 19:21:42,,,,,28.397,28.397,25.0,,6,3.168,3.168,3.168,3.168,,,lap,stop,106,121,,,manual,lap_swimming,0.6953125,,,,,,2024-09-01 19:22:11,
2024-09-01 14:22:46-05:00,2024-09-01 19:22:11,,,,,35.404,35.404,0.0,,2,0.0,0.0,0.0,0.0,,,lap,stop,127,130,,,manual,lap_swimming,,,,,,,2024-09-01 19:22:46,
2024-09-01 14:23:13-05:00,2024-09-01 19:22:46,,,,,27.15,27.15,25.0,,3,3.3156000000000003,3.3156000000000003,3.3156000000000003,3.3156000000000003,,,lap,stop,113,114,,,manual,lap_swimming,0.6796875,,,,,,2024-09-01 19:23:13,
2024-09-01 14:24:04-05:00,2024-09-01 19:23:13,,,,,50.745,50.745,0.0,,2,0.0,0.0,0.0,0.0,,,lap,stop,109,117,,,manual,lap_swimming,,,,,,,2024-09-01 19:24:04,
2024-09-01 14:24:15-05:00,2024-09-01 19:24:04,,,,,10.916,10.916,25.0,,4,8.244,8.244,8.244,8.244,,,lap,stop,98,99,,,manual,lap_swimming,0.96875,,,,,,2024-09-01 19:24:15,
2024-09-01 14:24:39-05:00,2024-09-01 19:24:15,,,,,24.077,24.077,0.0,,6,0.0,0.0,0.0,0.0,,,lap,stop,98,99,,,manual,lap_swimming,,,,,,,2024-09-01 19:24:39,
2024-09-01 14:25:10-05:00,2024-09-01 19:24:39,,,,,30.503,30.503,50.0,,13,5.9004,5.9004,14.9832,14.9832,,,lap,stop,107,111,,,manual,lap_swimming,0.8125,,,,,,2024-09-01 19:25:10,
2024-09-01 14:25:26-05:00,2024-09-01 19:25:10,,,,,16.693,16.693,0.0,,3,0.0,0.0,0.0,0.0,,,lap,stop,111,112,,,manual,lap_swimming,,,,,,,2024-09-01 19:25:26,
2024-09-01 14:25:47-05:00,2024-09-01 19:25:26,,,,,21.173,21.173,25.0,,3,4.251600000000001,4.251600000000001,4.251600000000001,4.251600000000001,,,lap,stop,106,110,,,manual,lap_swimming,0.171875,,,,,,2024-09-01 19:25:47,
2024-09-01 14:27:08-05:00,2024-09-01 19:25:47,,,,,80.714,80.714,0.0,,5,0.0,0.0,0.0,0.0,,,lap,stop,107,112,,,manual,lap_swimming,,,,,,,2024-09-01 19:27:08,
2024-09-01 14:27:21-05:00,2024-09-01 19:27:08,,,,,13.031,13.031,25.0,,5,6.9048,6.9048,6.9048,6.9048,,,lap,stop,103,105,,,manual,lap_swimming,0.484375,,,,,,2024-09-01 19:27:21,
2024-09-01 14:27:54-05:00,2024-09-01 19:27:21,,,,,32.383,32.383,0.0,,5,0.0,0.0,0.0,0.0,,,lap,stop,108,110,,,manual,lap_swimming,,,,,,,2024-09-01 19:27:54,
