timestamp,start_time,start_position_lat,start_position_long,end_position_lat,end_position_long,total_elapsed_time,total_timer_time,total_distance,total_strides,total_calories,enhanced_avg_speed,avg_speed,enhanced_max_speed,max_speed,total_ascent,total_descent,event,event_type,avg_heart_rate,max_heart_rate,avg_running_cadence,max_running_cadence,lap_trigger,sub_sport,avg_fractional_cadence,max_fractional_cadence,total_fractional_cycles,avg_vertical_oscillation,avg_temperature,max_temperature,timestamp_utc,timezone
2024-09-01 14:16:47-05:00,2024-09-01 19:15:55,,,,,51.599,51.599,25.0,,5,1.746,1.746,1.746,1.746,,,lap,stop,91,94,,,manual,lap_swimming,0.0,,,,,,2024-09-01 19:16:47,
2024-09-01 14:17:09-05:00,2024-09-01 19:16:47,,,,,22.102,22.102,0.0,,2,0.0,0.0,0.0,0.0,,,lap,stop,90,91,,,manual,lap_swimming,,,,,,,2024-09-01 19:17:09,
2024-09-01 14:17:28-05:00,2024-09-01 19:17:09,,,,,18.789,18.789,25.0,,5,4.7916,4.7916,4.7916,4.7916,,,lap,stop,100,107,,,manual,lap_swimming,0.125,,,,,,2024-09-01 19:17:28,
2024-09-01 14:17:44-05:00,2024-09-01 19:17:28,,,,,16.457,16.457,0.0,,4,0.0,0.0,0.0,0.0,,,lap,stop,123,124,,,manual,lap_swimming,,,,,,,2024-09-01 19:17:44,
2024-09-01 14:18:04-05:00,2024-09-01 19:17:44,,,,,19.487,19.487,25.0,,4,4.6188,4.6188,4.6188,4.6188,,,lap,stop,127,131,,,manual,lap_swimming,0.0234375,,,,,,2024-09-01 19:18:04,
2024-09-01 14:18:17-05:00,2024-09-01 19:18:04,,,,,13.437,13.437,0.0,,2,0.0,0.0,0.0,0.0,,,lap,stop,141,141,,,manual,lap_swimming,,,,,,,2024-09-01 19:18:17,
2024-09-01 14:18:41-05:00,2024-09-01 19:18:17,,,,,24.277,24.277,25.0,,6,3.708,3.708,3.708,3.708,,,lap,stop,140,141,,,manual,lap_swimming,0.1875,,,,,,2024-09-01 19:18:41,
2024-09-01 14:19:16-05:00,2024-09-01 19:18:41,,,,,34.733,34.733,0.0,,1,0.0,0.0,0.0,0.0,,,lap,stop,138,145,,,manual,lap_swimming,,,,,,,2024-09-01 19:19:16,
2024-09-01 14:19:38-05:00,2024-09-01 19:19:16,,,,,21.792,21.792,25.0,,5,4.1292,4.1292,4.1292,4.1292,,,lap,stop,129,135,,,manual,lap_swimming,0.546875,,,,,,2024-09-01 19:19:38,
2024-09-01 14:20:04-05:00,2024-09-01 19:19:38,,,,,25.753,25.753,0.0,,4,0.0,0.0,0.0,0.0,,,lap,stop,144,147,,,manual,lap_swimming,,,,,,,2024-09-01 19:20:04,
