timestamp,timer_trigger,event,event_type,event_group,timestamp_utc,timezone
2024-08-15 06:02:13-05:00,manual,timer,start,0,2024-08-15 11:02:13,
2024-08-15 06:04:58-05:00,manual,timer,stop_all,0,2024-08-15 11:04:58,
