timestamp,timer_trigger,event,event_type,event_group,timestamp_utc,timezone
2025-02-06 14:04:51-06:00,manual,timer,start,0,2025-02-06 20:04:51,
2025-02-06 14:14:13-06:00,manual,timer,stop_all,0,2025-02-06 20:14:13,
2025-02-06 14:15:21-06:00,manual,timer,start,0,2025-02-06 20:15:21,
2025-02-06 14:22:01-06:00,manual,timer,stop_all,0,2025-02-06 20:22:01,
