timestamp,timer_trigger,event,event_type,event_group,timestamp_utc,timezone
2024-10-25 09:08:10+02:00,manual,timer,start,0,2024-10-25 07:08:10,Europe/Warsaw
2024-10-25 12:18:19+02:00,manual,timer,stop_all,0,2024-10-25 10:18:19,Europe/Warsaw
2024-10-25 12:18:33+02:00,manual,timer,start,0,2024-10-25 10:18:33,Europe/Warsaw
