timestamp,start_time,start_position_lat,start_position_long,end_position_lat,end_position_long,total_elapsed_time,total_timer_time,total_distance,total_strides,total_calories,enhanced_avg_speed,avg_speed,enhanced_max_speed,max_speed,total_ascent,total_descent,event,event_type,avg_heart_rate,max_heart_rate,avg_running_cadence,max_running_cadence,lap_trigger,sub_sport,avg_fractional_cadence,max_fractional_cadence,total_fractional_cycles,avg_vertical_oscillation,avg_temperature,max_temperature,timestamp_utc,timezone
2024-08-25 08:31:25-05:00,2024-08-25 13:30:02,,,,,82.372,82.372,50.0,,17,2.1852,2.1852,2.9772,2.9772,,,lap,stop,111,130,,,manual,lap_swimming,0.3984375,,,,,,2024-08-25 13:31:25,
2024-08-25 08:31:54-05:00,2024-08-25 13:31:25,,,,,29.146,29.146,0.0,,2,0.0,0.0,0.0,0.0,,,lap,stop,122,133,,,manual,lap_swimming,,,,,,,2024-08-25 13:31:54,
2024-08-25 08:32:39-05:00,2024-08-25 13:31:54,,,,,45.12,45.12,50.0,,12,3.9888000000000003,3.9888000000000003,3.9888000000000003,3.9888000000000003,,,lap,stop,129,140,,,manual,lap_swimming,0.9375,,,,,,2024-08-25 13:32:39,
2024-08-25 08:33:10-05:00,2024-08-25 13:32:39,,,,,31.459,31.459,0.0,,3,0.0,0.0,0.0,0.0,,,lap,stop,133,139,,,manual,lap_swimming,,,,,,,2024-08-25 13:33:10,
2024-08-25 08:34:04-05:00,2024-08-25 13:33:10,,,,,53.741,53.741,50.0,,15,3.3480000000000003,3.3480000000000003,3.3480000000000003,3.3480000000000003,,,lap,stop,134,146,,,manual,lap_swimming,0.1484375,,,,,,2024-08-25 13:34:04,
2024-08-25 08:34:56-05:00,2024-08-25 13:34:04,,,,,51.945,51.945,0.0,,3,0.0,0.0,0.0,0.0,,,lap,stop,135,148,,,manual,lap_swimming,,,,,,,2024-08-25 13:34:56,
2024-08-25 08:35:44-05:00,2024-08-25 13:34:56,,,,,48.103,48.103,50.0,,14,3.7403999999999997,3.7403999999999997,3.7403999999999997,3.7403999999999997,,,lap,stop,138,141,,,manual,lap_swimming,0.1953125,,,,,,2024-08-25 13:35:44,
2024-08-25 08:36:20-05:00,2024-08-25 13:35:44,,,,,36.12,36.12,0.0,,5,0.0,0.0,0.0,0.0,,,lap,stop,132,141,,,manual,lap_swimming,,,,,,,2024-08-25 13:36:20,
2024-08-25 08:37:19-05:00,2024-08-25 13:36:20,,,,,58.43,58.43,50.0,,15,3.0816,3.0816,3.0816,3.0816,,,lap,stop,133,140,,,manual,lap_swimming,0.7265625,,,,,,2024-08-25 13:37:19,
2024-08-25 08:38:39-05:00,2024-08-25 13:37:19,,,,,80.253,80.253,0.0,,3,0.0,0.0,0.0,0.0,,,lap,stop,118,139,,,manual,lap_swimming,,,,,,,2024-08-25 13:38:39,
2024-08-25 08:39:31-05:00,2024-08-25 13:38:39,,,,,51.556,51.556,50.0,,12,3.492,3.492,3.492,3.492,,,lap,stop,124,131,,,manual,lap_swimming,0.6171875,,,,,,2024-08-25 13:39:31,
2024-08-25 08:40:00-05:00,2024-08-25 13:39:31,,,,,29.125,29.125,0.0,,2,0.0,0.0,0.0,0.0,,,lap,stop,121,127,,,manual,lap_swimming,,,,,,,2024-08-25 13:40:00,
2024-08-25 08:41:05-05:00,2024-08-25 13:40:00,,,,,65.445,65.445,50.0,,19,2.7504,2.7504,2.7504,2.7504,,,lap,stop,118,128,,,manual,lap_swimming,0.3359375,,,,,,2024-08-25 13:41:05,
2024-08-25 08:41:19-05:00,2024-08-25 13:41:05,,,,,13.5,13.5,0.0,,2,0.0,0.0,0.0,0.0,,,lap,stop,128,129,,,manual,lap_swimming,,,,,,,2024-08-25 13:41:19,
2024-08-25 08:42:09-05:00,2024-08-25 13:41:19,,,,,50.727,50.727,50.0,,13,3.5496,3.5496,3.5496,3.5496,,,lap,stop,134,141,,,manual,lap_swimming,0.203125,,,,,,2024-08-25 13:42:09,
2024-08-25 08:42:32-05:00,2024-08-25 13:42:09,,,,,22.321,22.321,0.0,,2,0.0,0.0,0.0,0.0,,,lap,stop,141,141,,,manual,lap_swimming,,,,,,,2024-08-25 13:42:32,
2024-08-25 08:43:12-05:00,2024-08-25 13:42:32,,,,,40.636,40.636,50.0,,9,4.428,4.428,4.428,4.428,,,lap,stop,124,133,,,manual,lap_swimming,0.2890625,,,,,,2024-08-25 13:43:12,
2024-08-25 08:43:23-05:00,2024-08-25 13:43:12,,,,,10.909,10.909,0.0,,3,0.0,0.0,0.0,0.0,,,lap,stop,124,124,,,manual,lap_swimming,,,,,,,2024-08-25 13:43:23,
2024-08-25 08:43:43-05:00,2024-08-25 13:43:23,,,,,19.387,19.387,50.0,,5,9.284400000000002,9.284400000000002,9.284400000000002,9.284400000000002,,,lap,stop,117,120,,,manual,lap_swimming,0.8515625,,,,,,2024-08-25 13:43:43,
2024-08-25 08:45:29-05:00,2024-08-25 13:43:43,,,,,106.703,106.703,0.0,,8,0.0,0.0,0.0,0.0,,,lap,stop,104,116,,,manual,lap_swimming,,,,,,,2024-08-25 13:45:29,
2024-08-25 08:48:14-05:00,2024-08-25 13:45:29,,,,,164.295,164.295,150.0,,49,3.2868000000000004,3.2868000000000004,3.6108,3.6108,,,lap,stop,141,157,,,manual,lap_swimming,0.7578125,,,,,,2024-08-25 13:48:14,
2024-08-25 08:49:28-05:00,2024-08-25 13:48:14,,,,,74.386,74.386,0.0,,4,0.0,0.0,0.0,0.0,,,lap,stop,133,156,,,manual,lap_swimming,,,,,,,2024-08-25 13:49:28,
2024-08-25 08:50:25-05:00,2024-08-25 13:49:28,,,,,57.323,57.323,50.0,,14,3.1392,3.1392,3.1392,3.1392,,,lap,stop,124,131,,,manual,lap_swimming,0.1171875,,,,,,2024-08-25 13:50:25,
2024-08-25 08:50:49-05:00,2024-08-25 13:50:25,,,,,23.887,23.887,0.0,,6,0.0,0.0,0.0,0.0,,,lap,stop,128,132,,,manual,lap_swimming,,,,,,,2024-08-25 13:50:49,
